yy;mm;dd;BAR;BIC;BOR;BGG;BRU;CAP;CER;CHI;CIV;COD;ENE;FOS;GEM;GRA;GRD;LAU;LIG;MNF;PAL;POR;PRD;SPN;SAN;TAL;TAR;TRI;UDI;VIV;FAE
1956;9;9;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0.2;0;0;0;0
1956;9;10;NA;0;0;NA;0;0;0;NA;0;0;0;0;0.2;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;11;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;12;NA;0;3.6;NA;0;0;0;NA;0;1.6;0;0;1.4;0.4;0;NA;NA;0;0.8;0;NA;NA;0;0;3.6;0;0;2.7;0
1956;9;13;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0.2;0;0;0;0
1956;9;14;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;15;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;16;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;17;NA;0;0;NA;0;0;0.2;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;18;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;19;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;20;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;21;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0.2;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;22;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;23;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;24;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;25;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;9;26;NA;10.3;72;NA;141.6;NA;4.6;NA;7.6;26.4;70.5;1.2;25.6;3.4;0.4;NA;NA;1.2;10.4;83.3;NA;NA;56.8;10.3;9.2;0.1;12.4;108.1;3
1956;9;27;NA;49.8;58.8;NA;36;152.6;91.4;NA;51.8;44.6;44.3;45.2;46.8;124;37.6;NA;NA;54.2;42.8;96;NA;NA;59.4;49.8;40.2;98;59;36.1;63
1956;9;28;NA;76.5;9.8;NA;0;8.2;1.4;NA;1.6;0.2;0;1.2;6;3.3;1.4;NA;NA;0.6;13;2.5;NA;NA;0.2;76.5;3.2;7.3;8.6;0;0
1956;9;29;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0.2;0;0;0;0
1956;9;30;NA;0;0;NA;0;0;0;NA;0;0.2;0;0.2;0;0;0.2;NA;NA;0;0;0;NA;NA;0.2;0;0;0;0;0;0
1956;10;1;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0.2;0;0;0;0
1956;10;2;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;10;3;NA;0;0;NA;0;0;0;NA;0;0;0;0.2;0;0;0.2;NA;NA;0;0;0;NA;NA;0;0;0.2;0;0;0;0
1956;10;4;NA;1.8;8.3;NA;1.2;0;4;NA;4.4;1.6;9.2;4.2;8;3.7;8;NA;NA;8.6;1.3;1;NA;NA;2;1.8;14;3.6;4.8;39.3;12.9
1956;10;5;NA;2.2;5.1;NA;1.8;12;19.8;NA;7.4;1.8;11.1;17.4;3.4;15.7;17.8;NA;NA;37;1.6;1.1;NA;NA;0.8;2.2;11;71.1;9.8;23.7;5.6
1956;10;6;NA;45.9;50;NA;22.8;52;28.6;NA;47.4;70;17.1;57.2;34.4;43;56.8;NA;NA;80.2;46.1;38.6;NA;NA;91.6;45.9;32.4;44.5;60.2;41.3;45
1956;10;7;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;11.6;0.1;0;0;0
1956;10;8;NA;2.1;0;NA;0;0;0;NA;0.4;3;0;3.6;0.2;0.3;0.2;NA;NA;0.4;0;1.7;NA;NA;0.4;2.1;1.6;1.4;2.8;6.7;0
1956;10;9;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;10;10;NA;0;0;NA;0.2;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;10;11;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;10;12;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0.2;0;0;0;0
1956;10;13;NA;0;0;NA;0;0;0;NA;0;0.2;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0.2;0;0;0;0;0;0
1956;10;14;NA;0;0;NA;0;0;0;NA;0;0.2;0;0.2;0;0;0.2;NA;NA;0;0;0;NA;NA;0;0;0.2;0;0;0;0
1956;10;15;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0.2;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;10;16;NA;0;0;NA;0;0;0;NA;0;0.2;0;0.2;0;0;0;NA;NA;0;0;0;NA;NA;0.2;0;0;0;0;0;0
1956;10;17;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;10;18;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;10;19;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;10;20;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0.2;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;10;21;NA;0;0;NA;0;0;0;NA;0;0.2;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;10;22;NA;0;0;NA;0;0;0;NA;0;0;0;0.2;0;0;0.2;NA;NA;0;0;0;NA;NA;0.2;0;0.2;0;0;0;0
1956;10;23;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;10;24;NA;0;0;NA;0;0;0;NA;0;0.2;0;0.2;0;0;0.2;NA;NA;0;0;0;NA;NA;0;0;0.2;0;0;0;0
1956;10;25;NA;0;0;NA;0;0;0;NA;0;0.2;0;0.2;0;0;2.8;NA;NA;0;0;0;NA;NA;0.2;0;0;0;0;0;0
1956;10;26;NA;1.2;4.1;NA;2.6;18.9;26;NA;1.8;4.8;21.3;21.6;5.4;36.3;18.6;NA;NA;54.4;0;1.6;NA;NA;3.6;1.2;7.6;0;15.2;5.8;23
1956;10;27;NA;109.4;132.1;NA;34.4;55;38;NA;85.4;45.8;90.2;21.8;118.2;48;28;NA;NA;27.4;53.8;35.5;NA;NA;46.8;109.4;74.6;16.4;82;66.2;100
1956;10;28;NA;15.8;31.3;NA;6;17.3;22.4;NA;15.8;14.4;27.5;26;25.8;24;3;NA;NA;30.8;12.6;11.3;NA;NA;15.4;15.8;9.4;15;17.4;18;18
1956;10;29;NA;2.1;0;NA;0.2;0;0.8;NA;0;0;0;0.2;0;1.5;0;NA;NA;3.8;1.5;0;NA;NA;1.2;2.1;0;8.5;0;0;5.5
1956;10;30;NA;7.2;18.9;NA;5.8;11.3;10.6;NA;13.6;7.6;16;4.4;48;7;2.6;NA;NA;7;NA;2.6;NA;NA;5.2;7.2;5.5;0.7;11.2;2.3;27.7
1956;10;31;NA;38.1;53.4;NA;20;27.7;19;NA;22.8;29.8;67;16.8;7;38.5;10.4;NA;NA;19.6;30;27.8;NA;NA;31.2;38.1;28.2;7.6;41.8;39.1;46
1956;11;1;NA;0;0.8;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;1.4;0;NA;NA;0;0;4.2;0;0;0;0
1956;11;2;NA;23.1;16.5;NA;2.6;NA;NA;NA;10.2;10;10.7;4.4;13.8;8;9;NA;NA;6.8;28.2;1.3;NA;NA;6;23.1;4.8;4.4;13;6.1;NA
1956;11;3;NA;19.9;22.1;NA;7.4;9.4;16.1;NA;22.2;18.8;19.3;4.8;24.2;10.5;17.8;NA;NA;5.2;27.9;12;NA;NA;1.6;19.9;1.2;8.9;24;7;28.5
1956;11;4;NA;0;0;NA;0.2;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;5;NA;0;0;NA;0;0;0;NA;0;0;0;0;0.2;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;6;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;7;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0.2;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;8;NA;0;0;NA;0.2;0;0;NA;0;0.2;0;0.2;0;0;0;NA;NA;0;0;0;NA;NA;0.2;0;0;0;0;0;0
1956;11;9;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;10;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;11;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0.4;0;0;0
1956;11;12;NA;24.4;36.2;NA;7;43;48.2;NA;27.2;8;10.2;22.8;23.4;58.3;17.6;NA;NA;40.2;19.2;3.4;NA;NA;5.2;24.4;30;13.6;14.8;8;16.3
1956;11;13;NA;30.1;43.2;NA;15.8;35.7;33.7;NA;26.6;38.2;32.2;33.6;39.2;59.8;31.8;NA;NA;47.8;35.9;17.4;NA;NA;29;30.1;15;3.2;25.8;34.1;38.2
1956;11;14;NA;33.7;22;NA;10.2;31.8;34.4;NA;23.8;24;16.5;29.6;16.6;34;39;NA;NA;33.2;35.1;9.8;NA;NA;18;33.7;20.8;25;24.8;23;23
1956;11;15;NA;5.2;7.8;NA;5;6;4.9;NA;8.4;2.6;8.4;4.2;7.6;6.9;5.4;NA;NA;12.2;4.5;5.5;NA;NA;2.4;5.2;6.8;6.6;5.4;18;7.3
1956;11;16;NA;12.2;0;NA;6.6;4.6;13.6;NA;7.6;6.6;0;4.6;4.2;6.2;10;NA;NA;6.6;9.8;0;NA;NA;5.8;12.2;22.2;4.8;12.4;2.1;7.5
1956;11;17;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;18;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;19;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;20;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;21;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;22;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;23;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0.8;0;0;0;0
1956;11;24;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;25;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;26;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;27;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;28;NA;0;0;NA;0;0;0;NA;0.2;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1956;11;29;NA;1.5;5.8;NA;0;0;3;NA;4.4;0.4;0;0.6;4.2;4.5;0.4;NA;NA;2.2;1;0;NA;NA;0.4;1.5;1;1.1;1.4;0;2.5
1956;11;30;NA;0;0;NA;0;0;0;NA;4.6;1;0;0;0.2;0;0;NA;NA;0;0;0;NA;NA;1.2;0;1.8;0.2;4;0;6.7
1956;12;1;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;2;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0.5;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;3;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;4;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;5;NA;0;0;NA;0.2;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;6;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;7;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0.2;0;0;0;0;0;NA
1956;12;8;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0.2;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;9;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;10;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;11;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;12;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;13;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;14;NA;0;0;NA;0;0;0;NA;0.4;0;0;0.2;0;0.7;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;15;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0.2;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;16;NA;0;0;NA;0;0;0;NA;0;0.2;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;17;NA;0;0;NA;0.2;0;0;NA;0.2;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;18;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;19;NA;0;0;NA;0.4;0;0;NA;0;0;0;0;0.2;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;20;NA;0;0;NA;0;0;0;NA;0;0;0;0.2;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;21;NA;0;0;NA;0.2;0;0;NA;0.2;0.2;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0.2;0;0;0;0;0;NA
1956;12;22;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;23;NA;5.5;5;NA;7.6;2;6.7;NA;1.6;6.6;3.1;4.4;3.2;7;5.4;NA;NA;4;7.2;7.4;NA;NA;7.4;5.5;6.8;0;5;6.1;NA
1956;12;24;NA;0;0;NA;0.2;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0.8;0;0;0;NA
1956;12;25;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;26;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;27;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;28;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;29;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;30;NA;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA
1956;12;31;NA;4.2;1;NA;0.6;5.5;6.7;NA;3.8;3.4;2.1;5.6;0.4;6.2;8.4;NA;NA;5.6;0.3;3.5;NA;NA;3;4.2;5.7;6.7;4.2;2.2;NA
1957;1;1;NA;15.3;30;NA;5.8;24.2;11;NA;14.8;10;8.9;9.8;26;16;13;NA;NA;12;12.8;7.4;NA;NA;8.8;15.3;7.2;0;15.6;27.8;24.8
1957;1;2;96;7.2;112.6;NA;29.4;6.5;3.6;NA;12.8;11.8;70.2;1.8;64.8;12;2.4;NA;NA;2.4;21.2;28.4;NA;NA;15.6;7.2;40;0.6;15.8;39.7;26.5
1957;1;3;2.6;19.8;4.4;NA;1.8;43.5;5.2;NA;16.2;4.4;2.8;6;3.4;6.3;8.8;NA;NA;7.6;4.1;0.6;NA;NA;3.4;19.8;8.4;2.9;5.6;0;12.4
1957;1;4;0;0;1;NA;0;0;0;NA;0;0;0;0.2;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0.2;0;0
1957;1;5;0;0;0;NA;0.2;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;6;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;7;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0.2;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;8;0;0;0;NA;0.2;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;9;0;0;0;NA;0;0;0;NA;0;0;0;0.2;0;0;0.2;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;10;0;0;0;NA;0;0;0;NA;0;0;0;0.2;0;0;0;NA;NA;0.2;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;11;3.7;0;1.8;NA;0.2;0;0;NA;0;0.2;0;0;0;0;0.8;NA;NA;0.2;0;0;NA;NA;0.6;0;1.8;0;0;0;0
1957;1;12;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;13;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;14;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0.1;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;15;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0.6;0;6.5;0;0;0;0
1957;1;16;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;17;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;18;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;19;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;20;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;21;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;22;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;23;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;24;0;1.2;0.2;NA;0;0;1.2;NA;0.2;0.2;0;0.2;0;0.5;0.6;NA;NA;0.2;0.3;0;NA;NA;0;1.2;0.9;0.3;0.4;0;0
1957;1;25;0;1.8;0;NA;2;0;0.6;NA;1.4;1.8;3.1;0.2;0.2;0.4;0.2;NA;NA;0.2;1.9;1;NA;NA;2.4;1.8;1.2;0;2;0;4.2
1957;1;26;5.9;3.9;1;NA;2.4;4.3;4.2;NA;0.8;2.6;0;3.4;1;0;5.6;NA;NA;4.8;2.5;2.1;NA;NA;3.2;3.9;0;5.3;2.8;2.3;0
1957;1;27;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;28;0;0.3;0;NA;0;0;0.2;NA;0;0;0;0;0;0;0.2;NA;NA;0;0;0;NA;NA;0.4;0.3;0;0;0;0;0
1957;1;29;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;30;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;1;31;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;2;1;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;2;2;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;2;3;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;2;4;0;0;0;NA;0;0;0;NA;0;0;0;0.4;0;0;0.2;NA;NA;0.2;0;0;NA;NA;0;0;0;0;0;0;0
1957;2;5;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;2;6;0.1;0;0.4;NA;0.2;0;0.2;NA;0.2;0;0;0.4;0.6;0.4;0.2;NA;NA;0.6;0;0;NA;NA;0;0;0;1.8;0;0;0
1957;2;7;0.3;0;3.4;NA;0.2;0;0.2;NA;1.4;0.6;0;0.2;1.8;0.5;0.2;NA;NA;0.2;0;0;NA;NA;0.6;0;0;0.2;1;0;3.2
1957;2;8;0;1;1;NA;0.2;0;0.2;NA;0.2;0;0;0.2;0.6;0.8;0;NA;NA;0.2;0;0;NA;NA;0;1;0;0;0.2;0;0
1957;2;9;0;0.2;1;NA;0.2;0;0.2;NA;1;0.4;0;0.4;3.2;0;0.4;NA;NA;0.4;0;0;NA;NA;0.4;0.2;0;0.9;0.8;0;0
1957;2;10;3.7;0;0;NA;0;0;0;NA;0;0;0;0;0.2;0.2;0.2;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
1957;2;11;0;9.1;2.8;NA;5.2;16;9.8;NA;11.8;5.6;0;8;4.8;14.7;9.4;NA;NA;10.4;8.5;5.7;NA;NA;5.2;9.1;0;0.2;10.4;2.2;9.3
1957;2;12;0;0;0;NA;0;0;0;NA;0.2;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;14;0.2;0;0
1957;2;13;6.8;9.5;5.4;NA;7.6;12.5;11.2;NA;10.8;6.6;2.4;7.8;5.8;13.9;9.6;NA;NA;10.4;9;5.6;NA;NA;5.4;9.5;0;0;11.4;1.7;15.7
1957;2;14;7.3;14.9;18.2;NA;9.2;18.1;8.8;NA;16.2;10;8.2;10.4;17.6;15.6;7;NA;NA;13.2;10.2;9.1;NA;NA;9.4;14.9;6.4;6.7;11;6;14.5
1957;2;15;6.7;1.2;13.4;NA;2.2;2.1;1.2;NA;3.4;2.4;4.1;0.6;10.1;3;0.4;NA;NA;1.2;0;3.3;NA;NA;3;1.2;0;11.8;4.2;0;5.8
1957;2;16;13.3;17.4;22;NA;11.6;18.6;19.4;NA;23.2;15;15.5;16.8;22.2;25;16.6;NA;NA;19.4;15.4;12.1;NA;NA;12.4;17.4;21.4;0.1;17.6;21;20.5
1957;2;17;0.7;0.5;2.8;NA;0;8;1.2;NA;0.4;0.2;0;1.4;7.2;2.7;2;NA;NA;2;0.3;0;NA;NA;0;0.5;0;10.8;0;0;1.1
1957;2;18;33.9;21.2;43.6;NA;16.4;14.8;5.4;NA;31.8;28.6;32.8;3;39.6;8.7;2.8;NA;NA;1.7;15.1;20.2;NA;NA;25;21.2;31;5;26.8;28.7;35
1957;2;19;44.4;9.8;26;NA;8.2;6.1;5.4;NA;10.8;4.6;56.5;4;15.2;9.2;3.2;NA;NA;7.4;8.3;12.4;NA;NA;6.6;9.8;40.8;0.6;11.2;60;13
1957;2;20;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;1.2;0;0;NA;NA;0;0;0;5.5;0;0;0
1957;2;21;37.8;30.9;27;NA;18.4;14.3;28.8;NA;25.8;25.2;26.5;19.6;19.6;35;24.2;NA;NA;25.6;28.8;21.7;NA;NA;27;30.9;29;0;23.8;18;27.4
1957;2;22;42.6;3.3;0.2;NA;0.2;0;2.2;NA;2.4;2.6;2.3;1.2;0;1.3;3.2;NA;NA;0.8;2.7;1.2;NA;NA;0;3.3;2.2;18.7;1.2;0;0
1957;2;23;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0.4;0;0;0
1957;2;24;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;0
