hc;cf;distanza;lv;quotaCF;quotaHC;quotaGap;rmse;r2;rmse_annuale
Tramonti di sotto scuole nuove;Chievolis;6659.306954087947;27;345;392.0475769042969;47.047576904296875;3.1;0.97;1.8
Ponte racli;Chievolis;1921.6939102296153;9;345;358.5740661621094;13.574066162109375;3.5;0.97;2.3
Preplans;Chievolis;5062.900663128483;7;345;317.1380920410156;27.861907958984375;3.2;0.97;2.1
Castellerio;Cividale del friuli;18518.548357237287;13;127;153.6357421875;26.6357421875;2.9;0.98;1.3
Udine castello;Cividale del friuli;14300.302144421481;15;127;114.83202362060547;12.167976379394531;2.7;0.98;0.6
Pasian di prato;Cividale del friuli;18872.62720138615;13;127;101.91656494140625;25.08343505859375;3.1;0.98;2.2
Povoletto;Cividale del friuli;9805.342798304933;16;127;131.51287841796875;4.51287841796875;2.6;0.99;0.4
Orzano;Cividale del friuli;5235.737999960712;18;127;100.03337860107422;26.96662139892578;2.6;0.98;0.1
Azzida;Cividale del friuli;7153.1203298732735;16;127;176.23768615722656;49.23768615722656;2.7;0.98;0.3
Cividale istituto agrario;Cividale del friuli;1814.4397963424344;14;127;132.30323791503906;5.3032379150390625;2.8;0.98;1.4
Albana;Cividale del friuli;6481.3813611120095;18;127;134.72122192382812;7.721221923828125;2.6;0.98;0.3
Giasbana;Cividale del friuli;17350.94123159383;17;127;154.22291564941406;27.222915649414062;2.5;0.99;0.2
Latisana;Codroipo;19978.23466796848;8;37;5.5133056640625;31.4866943359375;2.5;0.99;0.3
Arzenutto;Codroipo;12492.394711706076;8;37;63.39314270019531;26.393142700195312;3.1;0.98;0.7
San vito al tagliamento cimitero;Codroipo;10778.174193508117;28;37;32.09159469604492;4.908405303955078;2.6;0.98;0.3
Sesto al reghena;Codroipo;18598.28585688287;14;37;10.6888427734375;26.3111572265625;3.3;0.98;2.5
Mure;Codroipo;19773.84459203813;7;37;8.119863510131836;28.880136489868164;2.6;0.99;0.6
Pocenia zona industriale;Codroipo;15789.529713649603;21;37;5.951496601104736;31.048503398895264;2.6;0.99;0.7
Lestizza;Codroipo;10286.554939548576;8;37;38.815711975097656;1.8157119750976562;3.2;0.98;0.7
Rivolto;Codroipo;1457.7465014278753;6;37;37.384830474853516;0.3848304748535156;2.8;0.98;0.6
Talmassons;Codroipo;9167.935783638102;9;37;25.050640106201172;11.949359893798828;3.1;0.98;1.6
Pantianicco;Codroipo;7440.721864876197;9;37;69.67994689941406;32.67994689941406;2.6;0.98;0.7
Sant'andrat del cormor;Codroipo;13062.925892504336;18;37;22.43624496459961;14.56375503540039;2.7;0.99;0.8
Tramonti di sopra;Enemonzo;12546.408344724092;13;438;438.9981689453125;0.9981689453125;3;0.98;0.9
Tramonti di sotto scuole nuove;Enemonzo;13579.434253698057;26;438;392.0475769042969;45.952423095703125;2.9;0.98;0.4
Cedarchis;Enemonzo;14281.389026283752;9;438;413.8949279785156;24.105072021484375;2.8;0.98;0.3
San francesco;Enemonzo;12281.532547470917;10;438;474.9407958984375;36.9407958984375;3;0.98;0.6
Fagagna poliambulatorio;Faedis;19802.95598997396;20;158;195.93162536621094;37.93162536621094;2.6;0.98;0.1
Castellerio;Faedis;12856.98097402786;8;158;153.6357421875;4.3642578125;2.8;0.98;0.3
Moruzzo;Faedis;17537.595512390937;7;158;206.84463500976562;48.844635009765625;2.9;0.98;0.5
Udine castello;Faedis;11836.701463951777;12;158;114.83202362060547;43.16797637939453;2.7;0.98;0.5
Zompitta presa c.b.l.t.;Faedis;8591.290949968115;21;158;189.82723999023438;31.827239990234375;3.2;0.98;0.5
Povoletto;Faedis;3592.8450702039213;8;158;131.51287841796875;26.48712158203125;2.6;0.99;0.3
Azzida;Faedis;11162.105311020368;6;158;176.23768615722656;18.237686157226562;2.7;0.98;0.3
Cividale istituto agrario;Faedis;6610.745828712342;21;158;132.30323791503906;25.696762084960938;2.8;0.98;0.6
Albana;Faedis;14329.265423671957;6;158;134.72122192382812;23.278778076171875;2.5;0.98;0.3
Gemona canciane;Fagagna;18861.37818661563;12;148;189.93775939941406;41.93775939941406;2.3;0.99;0.7
Osoppo;Fagagna;14998.291696909502;7;148;168.62107849121094;20.621078491210938;2.8;0.98;1
Pinzano;Fagagna;12934.486032443354;6;148;149.7477569580078;1.7477569580078125;3.1;0.98;1
Vacile;Fagagna;15143.734004528229;6;148;154.6710205078125;6.6710205078125;3.2;0.98;0.5
Spilimbergo la favorita;Fagagna;14828.485535434816;20;148;121.96224212646484;26.037757873535156;2.7;0.99;0.9
San mauro;Fagagna;6223.079317480834;7;148;166.37451171875;18.37451171875;2.6;0.98;0.5
Fagagna poliambulatorio;Fagagna;2334.2309810892903;16;148;195.93162536621094;47.93162536621094;2.6;0.98;0.1
Colloredo di prato;Fagagna;7097.876336595486;17;148;103.91793823242188;44.082061767578125;2.4;0.99;0.2
Castellerio;Fagagna;9016.222927390925;10;148;153.6357421875;5.6357421875;2.8;0.98;0.4
Udine castello;Fagagna;13252.059587903821;13;148;114.83202362060547;33.16797637939453;2.6;0.98;0.4
Pasian di prato;Fagagna;9864.37377141088;12;148;101.91656494140625;46.08343505859375;2.9;0.98;0.9
Zompitta presa c.b.l.t.;Fagagna;15990.536827111498;21;148;189.82723999023438;41.827239990234375;3.2;0.98;0.4
Povoletto;Fagagna;18344.36575792719;9;148;131.51287841796875;16.48712158203125;2.6;0.99;0.4
Andrazza;Forni di sopra;735.0386285495307;11;922;887.3804931640625;34.6195068359375;3.3;0.96;2.1
Pesariis;Forni di sopra;18731.980542754933;12;922;876.10784912109375;45.89215087890625;3.6;0.96;2.3
Torviscosa;Fossalon;18386.367065012626;8;0;2.9870262145996094;2.9870262145996094;2.9;0.98;1.7
Grado sede g.i.t.;Fossalon;6569.49080256332;15;0;0.4218692481517792;0.4218692481517792;2.1;0.99;0.8
Ruda cimitero;Fossalon;13725.485475205933;13;0;8.37320327758789;8.37320327758789;2.3;0.99;0.2
Fossalon bonifica vittoria;Fossalon;3643.4859838698753;18;0;-1;1;3;0.98;0.7
Monfalcone;Fossalon;11915.99036126493;5;0;4.997217178344727;4.997217178344727;2.3;0.99;0.8
Monfalcone piscina comunale;Fossalon;9975.55067774359;22;0;0.9136075377464294;0.9136075377464294;2.3;0.99;0.5
Gemona canciane;Gemona del friuli;1196.532353964824;9;184;189.93775939941406;5.9377593994140625;2.6;0.99;1.6
Osoppo;Gemona del friuli;4805.804048082221;16;184;168.62107849121094;15.378921508789062;2.9;0.98;1.2
Pinzano;Gemona del friuli;16174.796356322184;16;184;149.7477569580078;34.25224304199219;3.3;0.98;1.8
San daniele del friuli;Gemona del friuli;14302.703285381776;10;184;201.00848388671875;17.00848388671875;2.6;0.98;0.2
San mauro;Gemona del friuli;14712.885015100532;14;184;166.37451171875;17.62548828125;2.7;0.98;0.8
Fagagna poliambulatorio;Gemona del friuli;16458.69147272767;16;184;195.93162536621094;11.931625366210938;2.7;0.98;0.1
Castellerio;Gemona del friuli;16543.693061226506;12;184;153.6357421875;30.3642578125;3;0.98;1.4
Zompitta presa c.b.l.t.;Gemona del friuli;14314.869498536102;17;184;189.82723999023438;5.827239990234375;3.3;0.98;0.4
Attimis borgo faris;Gemona del friuli;18026.95954796716;16;184;220.558349609375;36.558349609375;3.1;0.98;1.7
Latisana;Gorgo;4510.097312404747;8;5;5.5133056640625;0.5133056640625;2.3;0.99;0.1
Pocenia zona industriale;Gorgo;12917.035765701485;22;5;5.951496601104736;0.9514966011047363;3.1;0.98;2.6
Lignano sabbiadoro;Gorgo;9511.940897564527;16;5;2.3162028789520264;2.6837971210479736;3;0.98;2.6
Torviscosa;Gradisca d'is.;17885.799784314553;10;29;2.9870262145996094;26.01297378540039;3;0.98;1.5
Trivignano udinese;Gradisca d'is.;12832.341114935622;12;29;41.905914306640625;12.905914306640625;2;0.99;0.9
Lauzacco;Gradisca d'is.;18333.94094281003;12;29;55.54144287109375;26.54144287109375;2.3;0.99;0.6
Ialmicco sede protezione civile regionale;Gradisca d'is.;11794.975354289918;36;29;26.88026237487793;2.1197376251220703;2.6;0.99;0.6
Pavia di udine;Gradisca d'is.;18355.0968621144;11;29;63.512428283691406;34.512428283691406;2.6;0.98;0.3
Gorizia presa c.b.p.i.;Gradisca d'is.;10147.992996311992;16;29;58.9251708984375;29.9251708984375;2.9;0.98;0.5
Ruda cimitero;Gradisca d'is.;8828.041571859949;12;29;8.37320327758789;20.62679672241211;2.5;0.99;0.5
Fossalon bonifica vittoria;Gradisca d'is.;17361.848263482654;21;29;-1;30;3.1;0.98;0.5
Brazzano;Gradisca d'is.;9929.486499038032;11;29;70.73090362548828;41.73090362548828;2.6;0.99;0.5
Capriva localita' la baita;Gradisca d'is.;6768.389357376032;20;29;53.29371643066406;24.293716430664062;2.8;0.98;0.3
Gorizia aeroporto di merna;Gradisca d'is.;9238.393636547025;20;29;58.04591369628906;29.045913696289062;2.8;0.99;1.1
Monfalcone;Gradisca d'is.;10186.425421523742;13;29;4.997217178344727;24.002782821655273;2.3;0.99;0.5
Monfalcone piscina comunale;Gradisca d'is.;10634.261021210781;21;29;0.9136075377464294;28.08639246225357;2.4;0.98;0.5
Doberdo' centro visite gradina;Gradisca d'is.;7276.579871348204;25;29;60.08134078979492;31.081340789794922;2.8;0.99;1.3
Torviscosa;Grado;18359.312039935907;8;5;2.9870262145996094;2.0129737854003906;2.4;0.99;0.4
Grado sede g.i.t.;Grado;19.16026481621751;12;5;0.4218692481517792;4.578130751848221;1.9;0.99;1
Ruda cimitero;Grado;17328.178775088418;11;5;8.37320327758789;3.3732032775878906;2.6;0.99;0.8
Fossalon bonifica vittoria;Grado;10225.871599682932;24;5;-1;6;3.5;0.98;1.5
Monfalcone piscina comunale;Grado;16176.227218090056;25;5;0.9136075377464294;4.086392462253571;2.8;0.98;1.4
Torviscosa;Grado-mare;18924.702195365408;10;0;2.9870262145996094;2.9870262145996094;4.2;0.99;3.3
Grado sede g.i.t.;Grado-mare;589.7023954726923;11;0;0.4218692481517792;0.4218692481517792;3.4;0.99;2.9
Ruda cimitero;Grado-mare;17882.321071673596;10;0;8.37320327758789;8.37320327758789;3.7;0.99;3
Fossalon bonifica vittoria;Grado-mare;10467.08868003618;22;0;-1;1;4.8;0.99;4.6
Monfalcone piscina comunale;Grado-mare;16555.318350351386;22;0;0.9136075377464294;0.9136075377464294;3.8;0.99;3.2
Lestizza;Lauzacco;11186.29121427677;7;60;38.815711975097656;21.184288024902344;4;0.97;3.4
Rivolto;Lauzacco;19730.958124446206;7;60;37.384830474853516;22.615169525146484;4.1;0.97;3.9
Talmassons;Lauzacco;13525.896814134485;7;60;25.050640106201172;34.94935989379883;3.8;0.97;3.1
Pantianicco;Lauzacco;18434.16313682355;6;60;69.67994689941406;9.6799468994140625;3.4;0.98;2.7
Colloredo di prato;Lauzacco;13269.080543831853;17;60;103.91793823242188;43.917938232421875;2.5;0.99;0.3
Sant'andrat del cormor;Lauzacco;11411.68642858764;18;60;22.43624496459961;37.56375503540039;3.3;0.98;2.6
Trivignano udinese;Lauzacco;6396.398391514839;16;60;41.905914306640625;18.094085693359375;2.9;0.99;3.1
Ialmicco sede protezione civile regionale;Lauzacco;9177.266640950298;37;60;26.88026237487793;33.11973762512207;3.5;0.98;3
Pavia di udine;Lauzacco;2143.3837983359685;12;60;63.512428283691406;3.5124282836914062;3.1;0.98;2.6
Orzano;Lauzacco;11064.234091848624;5;60;100.03337860107422;40.03337860107422;3.4;0.98;2.6
Brazzano;Lauzacco;14041.57169838309;5;60;70.73090362548828;10.730903625488281;3.5;0.98;3
Capriva localita' la baita;Lauzacco;19004.93797559066;23;60;53.29371643066406;6.7062835693359375;3.8;0.97;3.3
Latisana;Lignano sabbiadoro;14107.742629684351;13;7;5.5133056640625;1.4866943359375;2.5;0.99;0.7
Pocenia zona industriale;Lignano sabbiadoro;14841.486007402154;19;7;5.951496601104736;1.0485033988952637;2.5;0.99;0.3
Torviscosa;Lignano sabbiadoro;16399.640537248368;15;7;2.9870262145996094;4.012973785400391;2.4;0.99;0.3
Lignano sabbiadoro;Lignano sabbiadoro;2647.271220277127;0;7;2.3162028789520264;4.683797121047974;3.3;0.98;1.4
Grado sede g.i.t.;Lignano sabbiadoro;19513.082693079505;15;7;0.4218692481517792;6.578130751848221;2.2;0.99;0.8
Grado sede g.i.t.;Monfalcone;16000.706060394472;16;0;0.4218692481517792;0.4218692481517792;2.8;0.98;1.8
Ruda cimitero;Monfalcone;11801.39377677911;11;0;8.37320327758789;8.37320327758789;2.6;0.98;0.3
Fossalon bonifica vittoria;Monfalcone;6025.534987175214;21;0;-1;1;3.2;0.98;2.4
Monfalcone piscina comunale;Monfalcone;2642.900660064465;17;0;0.9136075377464294;0.9136075377464294;2.6;0.98;0.7
Livinal lunc;Monte lussari;12437.576405685822;11;1760;1805.7515869140625;45.7515869140625;2.9;0.92;0.7
Casera pieltinis;Monte zoncolan;15740.040823159417;14;1750;1712.8677978515625;37.1322021484375;3;0.92;0.7
Trieste istituto nautico;Muggia;4222.026519175989;22;2;7.493386745452881;5.493386745452881;2.2;0.99;1.1
Muggia;Muggia;2012.7541650693324;0;2;0.8371971845626831;1.162802815437317;2.3;0.99;1.2
Resia prato;Musi;7219.868724452711;9;600;626.32586669921875;26.32586669921875;3.6;0.97;2.2
Latisana;Palazzolo dello stella;5672.895356898068;19;5;5.5133056640625;0.5133056640625;2.5;0.99;0.5
San vito al tagliamento cimitero;Palazzolo dello stella;19505.4586417223;25;5;32.09159469604492;27.091594696044922;2.6;0.99;0.1
Sesto al reghena;Palazzolo dello stella;18961.836509024666;17;5;10.6888427734375;5.6888427734375;2.8;0.98;0.9
Mure;Palazzolo dello stella;19618.549852704604;21;5;8.119863510131836;3.119863510131836;2.5;0.99;0.5
Pocenia zona industriale;Palazzolo dello stella;5619.168944108587;18;5;5.951496601104736;0.9514966011047363;2.6;0.99;0.7
Lestizza;Palazzolo dello stella;17414.436017228036;18;5;38.815711975097656;33.815711975097656;3.2;0.98;0.8
Rivolto;Palazzolo dello stella;16718.739889060296;19;5;37.384830474853516;32.384830474853516;2.7;0.98;0.5
Talmassons;Palazzolo dello stella;14539.985193257846;18;5;25.050640106201172;20.050640106201172;2.9;0.98;0.6
Sant'andrat del cormor;Palazzolo dello stella;14782.364946913367;17;5;22.43624496459961;17.43624496459961;2.7;0.99;0.9
Torviscosa;Palazzolo dello stella;17393.756059675135;18;5;2.9870262145996094;2.0129737854003906;2.9;0.98;1.5
Lignano sabbiadoro;Palazzolo dello stella;14295.974675821015;20;5;2.3162028789520264;2.6837971210479736;3.2;0.98;1.1
Malga valine alta;Piancavallo;17802.117303674662;12;1275;1304.3956298828125;29.3956298828125;2.9;0.96;1.6
Casera pradut;Piancavallo;16011.550059455913;11;1275;1268.81591796875;6.18408203125;2.6;0.96;0.8
Piancavallo pista di fondo;Piancavallo;275.1287758231483;15;1275;1317.1888427734375;42.1888427734375;2.5;0.96;1.7
Resia prato;Pontebba;14883.649326392402;10;590;626.32586669921875;36.32586669921875;4.2;0.96;3.4
Pordenone localita' torre;Pordenone;1752.326217694786;16;23;29.147491455078125;6.147491455078125;2.3;0.99;1.8
Pordenone campo atletica;Pordenone;2507.2642599373585;15;23;30.16668701171875;7.16668701171875;2.5;0.99;0.4
Porcia rondover;Pordenone;6280.292070562694;9;23;15.506112098693848;7.493887901306152;2.5;0.99;0.3
Cordenons acquedotto san giovanni;Pordenone;6357.4240994096335;25;23;69.83683776855469;46.83683776855469;2.5;0.99;0.3
Forcate ex acquedotto;Pordenone;8754.827343422206;17;23;72.82865905761719;49.82865905761719;2.6;0.98;0.4
Arzenutto;Pordenone;16266.27740678555;7;23;63.39314270019531;40.39314270019531;3.2;0.98;1.1
San vito al tagliamento cimitero;Pordenone;14923.17445505456;27;23;32.09159469604492;9.091594696044922;2.6;0.99;0.2
Sesto al reghena;Pordenone;15782.856249096909;13;23;10.6888427734375;12.3111572265625;3;0.98;1.3
Mure;Pordenone;15867.012439479911;7;23;8.119863510131836;14.880136489868164;2.5;0.99;0.3
Zuiano;Pordenone;9195.58452486382;7;23;11.029081344604492;11.970918655395508;2.6;0.99;0.8
Colloredo di prato;Pradamano;12742.379677434072;14;91;103.91793823242188;12.917938232421875;2.5;0.98;0.1
Udine castello;Pradamano;5629.1036967781065;12;91;114.83202362060547;23.83202362060547;3.4;0.97;2.8
Trivignano udinese;Pradamano;10977.864377087317;14;91;41.905914306640625;49.094085693359375;3.2;0.98;3.4
Pavia di udine;Pradamano;5837.062976183278;10;91;63.512428283691406;27.487571716308594;3.3;0.98;3
Povoletto;Pradamano;8763.082304487687;7;91;131.51287841796875;40.51287841796875;2.6;0.99;0.2
Orzano;Pradamano;4679.34572210153;5;91;100.03337860107422;9.033378601074219;3.5;0.97;3
Cividale istituto agrario;Pradamano;10658.034315330387;21;91;132.30323791503906;41.30323791503906;3.4;0.97;2.7
Albana;Pradamano;14476.708476119456;7;91;134.72122192382812;43.721221923828125;3.4;0.97;2.9
Brazzano;Pradamano;13863.600160602351;4;91;70.73090362548828;20.26909637451172;3.7;0.97;3.4
Capriva localita' la baita;Pradamano;19510.373618732418;22;91;53.29371643066406;37.70628356933594;4;0.97;3.7
Zompitta presa c.b.l.t.;San pietro al natisone;19043.18052019471;19;160;189.82723999023438;29.827239990234375;4;0.97;3.2
Povoletto;San pietro al natisone;13790.775415168262;18;160;131.51287841796875;28.48712158203125;2.8;0.98;0.5
Azzida;San pietro al natisone;759.0799337012566;20;160;176.23768615722656;16.237686157226562;4.1;0.97;3.3
Cividale istituto agrario;San pietro al natisone;5657.298228126094;20;160;132.30323791503906;27.696762084960938;3.7;0.97;2.9
Albana;San pietro al natisone;7343.253707869186;19;160;134.72122192382812;25.278778076171875;3.8;0.97;3
Pordenone localita' torre;San vito al tgl.;13675.93271246323;19;21;29.147491455078125;8.147491455078125;2.3;0.99;1.2
Pordenone campo atletica;San vito al tgl.;14618.095602120862;17;21;30.16668701171875;9.16668701171875;2.6;0.98;0.4
Porcia rondover;San vito al tgl.;15871.491659351674;15;21;15.506112098693848;5.493887901306152;2.7;0.98;0.2
Cordenons acquedotto san giovanni;San vito al tgl.;15443.2648788607;26;21;69.83683776855469;48.83683776855469;2.6;0.99;0.5
Latisana;San vito al tgl.;19667.21260435092;13;21;5.5133056640625;15.4866943359375;2.5;0.99;0.1
Arzenutto;San vito al tgl.;14126.590924463006;14;21;63.39314270019531;42.39314270019531;3.2;0.98;1
San vito al tagliamento cimitero;San vito al tgl.;5366.225187275478;17;21;32.09159469604492;11.091594696044922;2.7;0.98;0.3
Sesto al reghena;San vito al tgl.;5357.494510723866;11;21;10.6888427734375;10.3111572265625;2.9;0.98;1
Mure;San vito al tgl.;6215.297976457077;16;21;8.119863510131836;12.880136489868164;2.6;0.99;0.4
Zuiano;San vito al tgl.;8265.284106392251;14;21;11.029081344604492;9.970918655395508;2.7;0.99;0.8
Rivolto;San vito al tgl.;17296.355307726255;12;21;37.384830474853516;16.384830474853516;2.8;0.98;0.6
San pelagio;Sgonico-zgonik;5281.513893538521;10;268;234.58306884765625;33.41693115234375;2.5;0.98;0.5
Prosecco eliporto;Sgonico-zgonik;4068.999077003322;13;268;273.6768493652344;5.676849365234375;2.7;0.98;1
Borgo grotta gigante;Sgonico-zgonik;3628.6033396776634;15;268;274.7296447753906;6.729644775390625;2.7;0.98;0.5
Trieste cattinara;Sgonico-zgonik;13447.028125932471;16;268;289.24932861328125;21.24932861328125;2.6;0.98;1
Latisana;Talmassons;17351.277053875176;7;16;5.5133056640625;10.4866943359375;2.5;0.99;0.5
Pocenia zona industriale;Talmassons;6387.622225951891;20;16;5.951496601104736;10.048503398895264;2.6;0.99;0.7
Lestizza;Talmassons;7826.887688268156;10;16;38.815711975097656;22.815711975097656;3.1;0.98;0.5
Rivolto;Talmassons;13165.458942275174;9;16;37.384830474853516;21.384830474853516;2.7;0.98;0.5
Talmassons;Talmassons;6018.595911464974;0;16;25.050640106201172;9.050640106201172;2.9;0.98;0.6
Sant'andrat del cormor;Talmassons;3602.3633044799512;19;16;22.43624496459961;6.436244964599609;2.7;0.99;0.9
Torviscosa;Talmassons;11679.33629581413;7;16;2.9870262145996094;13.01297378540039;3;0.98;1.6
Trivignano udinese;Talmassons;16114.939050075189;14;16;41.905914306640625;25.905914306640625;2;0.99;1
Lauzacco;Talmassons;14538.234153533676;7;16;55.54144287109375;39.54144287109375;2.3;0.99;0.5
Ialmicco sede protezione civile regionale;Talmassons;14144.229516186959;35;16;26.88026237487793;10.88026237487793;2.6;0.99;0.6
Pavia di udine;Talmassons;16362.222633506019;11;16;63.512428283691406;47.512428283691406;2.6;0.98;0.2
Chiout;Tarvisio;15300.728536516797;7;794;792.772216796875;1.227783203125;3.7;0.96;1.2
Tarvisio campo sportivo;Tarvisio;3295.39561651783;15;794;754.337158203125;39.662841796875;3.2;0.96;0.5
Tarvisio;Tarvisio;1485.444280265244;0;794;788.60186767578125;5.39813232421875;3.9;0.95;2.6
Tolmezzo;Tolmezzo;2878.7510597587234;0;314;363.86981201171875;49.86981201171875;3;0.98;1.5
