yy;mm;dd;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
2006;2;13;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0.2;NA;0;0;0;NA;0;NA;0;0;0
2006;2;14;NA;0;NA;0;0;NA;0.2;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;2;15;NA;0.2;NA;7.2;1.2;NA;1.6;NA;5.6;NA;NA;4.4;0.2;3.6;2;0;3.2;2.6;0;4;1.4;NA;5;3.2;NA;NA;0.6;NA;0.2;NA;NA;0;NA;0;NA;2.2;0.6;NA;2.2;NA;NA;NA;1.4;NA;14.2;2.8;0.2;NA;0.2;NA;8.2;3.6;1
2006;2;16;NA;0;NA;14;0.2;NA;1.6;NA;14.6;NA;NA;7.5;0;5.8;4.2;0;4.4;2.6;0;11.6;0.6;NA;10.8;6.2;NA;NA;4.2;NA;0.2;NA;NA;0;NA;7.2;NA;7.4;0;NA;2;NA;NA;NA;4;NA;28.2;8.8;0;NA;0;NA;19.8;4.8;0.8
2006;2;17;NA;0.2;NA;0;1.4;NA;1.4;NA;10;NA;NA;3.4;0;2.8;0.8;1.4;1.4;0.4;1;1;3.4;NA;3.4;0.2;NA;NA;1.4;NA;3.8;NA;NA;0.8;NA;4.2;NA;1.6;0.4;NA;1;NA;NA;NA;1.2;NA;2;2.2;5;NA;0.8;NA;1;1;0.2
2006;2;18;NA;18;NA;1.4;36.2;NA;2.4;NA;5;NA;NA;3.3;28;5.4;2.2;30;7;5.8;20;2.8;16.2;NA;3;2.2;NA;NA;2.4;NA;15.2;NA;NA;14.4;NA;39.8;NA;2;17;NA;3.2;NA;NA;NA;1.8;NA;5.6;1.4;20.2;NA;33.6;NA;2.8;3.8;5
2006;2;19;NA;0.4;NA;0;0.4;NA;0.2;NA;0;NA;NA;0;2.2;0;0;3.8;0.2;0.2;2.8;0;0;NA;0;0.2;NA;NA;0;NA;1.2;NA;NA;4.4;NA;0.2;NA;0;0.4;NA;0.2;NA;NA;NA;0;NA;0.2;0;1.2;NA;2.2;NA;0;0;0
2006;2;20;NA;40;NA;6;84;NA;14.4;NA;38.6;NA;NA;18.6;59.8;30.8;8.6;43;17.4;16;24.8;16.4;48.2;NA;41;12.8;NA;NA;8.2;NA;18;NA;NA;22.8;NA;75.8;NA;12.8;44.2;NA;23.4;NA;NA;NA;11.4;NA;20.8;14.4;31.4;NA;42.6;NA;7.4;16.4;42.8
2006;2;21;NA;1;NA;0;0;NA;3;NA;0.2;NA;NA;0.2;0.2;0;0.2;0.2;0;0.2;0.2;0.2;0;NA;0.2;0.2;NA;NA;0.4;NA;0;NA;NA;1.4;NA;3.6;NA;1.2;2.8;NA;1.6;NA;NA;NA;1;NA;0.2;0.6;0;NA;0;NA;0;0;0.2
2006;2;22;NA;7.4;NA;2.6;3.6;NA;15.6;NA;0.6;NA;NA;0.4;5.4;1;1.8;2.8;2;2.2;4.6;0.8;2.6;NA;1;1.2;NA;NA;1.6;NA;0.6;NA;NA;4;NA;4.2;NA;2.2;16;NA;4;NA;NA;NA;2;NA;1.2;1.4;0.4;NA;1;NA;2;1.2;5.4
2006;2;23;NA;0.4;NA;0.2;1.2;NA;0.4;NA;0.6;NA;NA;0;0;0;0;0;0;0;0;0;1.2;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;3.4;NA;0.8;NA;NA;NA;0.4;NA;0.4;0;0.2;NA;0.4;NA;0.2;0.2;0
2006;2;24;NA;0;NA;0;0;NA;0;NA;4.8;NA;NA;0;0;0;0;0.2;0;0;3.2;0;0;NA;0;0;NA;NA;0;NA;2;NA;NA;0.2;NA;0;NA;0;2.4;NA;0.4;NA;NA;NA;0;NA;0;0;2.6;NA;0;NA;0;0;0.4
2006;2;25;NA;1;NA;0;0;NA;0.4;NA;0;NA;NA;0;0.4;0;0;0.2;1.2;0.6;1.4;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;1.6;NA;0.6;NA;NA;NA;0;NA;0;0;0.2;NA;0;NA;0;0;0
2006;2;26;NA;0.8;NA;2;1.8;NA;1.6;NA;2.8;NA;NA;2.8;1.8;3.4;1.8;1.8;3.2;2.2;3.6;2.8;1.6;NA;3.2;1;NA;NA;2;NA;1.4;NA;NA;1.8;NA;1;NA;2.6;0.6;NA;1.6;NA;NA;NA;1.8;NA;5.2;2;3.2;NA;1;NA;1.8;2;1
2006;2;27;NA;0.2;NA;0.6;1;NA;0.2;NA;1;NA;NA;0.8;0.4;0;0;1.8;0;0.2;2.2;1.2;0.2;NA;1.2;1.2;NA;NA;1.4;NA;0.2;NA;NA;2.4;NA;2.8;NA;0.6;3.8;NA;NA;NA;NA;NA;0.4;NA;0.8;0.4;1;NA;0.2;NA;0.6;0.2;0.4
2006;2;28;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;1;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0.8;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;2;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0.2;0;NA;0;NA;0;0.2;0
2006;3;3;NA;0;NA;0.6;0.2;NA;0.2;NA;0.8;NA;NA;0.8;0;1;0.2;0;1.4;1;0;1.6;1.2;NA;1.2;1;NA;NA;0;NA;0.2;NA;NA;0;NA;3;NA;0;0.2;NA;0.4;NA;NA;NA;0;NA;3.8;0;0;NA;0;NA;1.4;0.8;0.4
2006;3;4;NA;0.2;NA;0.2;1.8;NA;1;NA;3;NA;NA;0.4;1.4;6.2;3;0;4.2;1.2;0.2;0;1.6;NA;1.6;0;NA;NA;0;NA;1.6;NA;NA;0;NA;9.4;NA;0;0.2;NA;0.8;NA;NA;NA;1.8;NA;0.4;0.2;0.8;NA;0.2;NA;0;7.6;0.6
2006;3;5;NA;28.2;NA;10.8;105.8;NA;26;NA;66.2;NA;NA;35.8;66.2;71.2;28.8;43.2;64.6;53.8;27.2;26.6;77;NA;46;14.2;NA;NA;15.4;NA;24.8;NA;NA;26.8;NA;157;NA;30.6;67;NA;34;NA;NA;NA;21.6;NA;16;37.8;44.2;NA;73.6;NA;20.4;48.2;39
2006;3;6;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;15.8;0;0;NA;0;NA;0;0;0
2006;3;7;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;8;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;9;NA;0;NA;0.4;0.2;NA;0;NA;5.2;NA;NA;5.9;0;3;3.8;0;2.6;2.2;0;1.4;0.6;NA;5.8;0.8;NA;NA;1.6;NA;0;NA;NA;NA;NA;3.2;NA;1.6;0;NA;0;NA;NA;NA;0.8;NA;1.4;3.2;0;NA;0;NA;0.2;4.2;0
2006;3;10;NA;5;NA;26.8;23.2;NA;8.2;NA;44.2;NA;NA;37.5;9.4;28.2;16.2;14.2;20.2;15;4;40.4;14.2;NA;43;20.2;NA;NA;16.4;NA;5.4;NA;NA;NA;NA;20.8;NA;20.8;6.6;NA;10;NA;NA;NA;14.2;NA;44.8;26.4;17.4;NA;15.4;NA;26.2;23.8;9
2006;3;11;NA;0.2;NA;0;0;NA;2.4;NA;0;NA;NA;0.4;0;0;0;0;0;0;0;0;0;NA;0;0.2;NA;NA;0;NA;0;NA;NA;NA;NA;0;NA;0;1;NA;2.2;NA;NA;NA;4.6;NA;0;0;0;NA;0;NA;0;0;0.4
2006;3;12;NA;0;NA;0;1.4;NA;1.4;NA;0;NA;NA;0;0;0;0.2;0.2;0;0.4;0;0;0.6;NA;0.2;0;NA;NA;0;NA;0;NA;NA;0;NA;0.4;NA;0;0.2;NA;3.2;NA;NA;NA;1;NA;0;0;0.2;NA;0.2;NA;0;0;0.2
2006;3;13;NA;0;NA;0;0;NA;0;NA;0.2;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;14;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0.4;0.4;0;0.2;0;0.2;0;NA;0;0;NA;NA;0;NA;1.6;NA;NA;0.6;NA;0;NA;0.8;0;NA;0;NA;NA;NA;0;NA;0;0.6;3.2;NA;0;NA;0;0.6;0
2006;3;15;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;NA;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;16;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;17;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0.2;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;18;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;19;NA;0.4;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;20;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0.1;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;21;NA;2.4;NA;28.4;3.2;NA;7.4;NA;14.6;NA;NA;15.4;2.8;9.4;9;1.4;7.2;4.8;0.6;20;4;NA;18.2;11.6;NA;NA;13.8;NA;0.4;NA;NA;1.8;NA;5.6;NA;15.4;6.6;NA;8.6;NA;NA;NA;8.6;NA;38.2;13.6;0.4;NA;2.6;NA;28;9.2;5.2
2006;3;22;NA;0;NA;18.4;0.2;NA;0.4;NA;7.6;NA;NA;5.6;0;7.2;1.6;0;7;1.4;0.2;17.8;0.2;NA;5.6;11;NA;NA;5.4;NA;0.4;NA;NA;0;NA;0.6;NA;2.8;0.6;NA;0.4;NA;NA;NA;1;NA;24.8;1.6;2;NA;0.2;NA;12.2;2.8;0.4
2006;3;23;NA;5.6;NA;6.8;0;NA;24.8;NA;2.2;NA;NA;3.8;1.2;1.4;9.8;3.6;2;13.4;3.4;3.6;0;NA;5.4;3;NA;NA;10.6;NA;0;NA;NA;1;NA;0.4;NA;15.4;6.6;NA;16.8;NA;NA;NA;7.8;NA;1.2;9.6;0.8;NA;0;NA;2.6;13.4;12.4
2006;3;24;NA;0.6;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0.2;0.2;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0.2;0.2;NA;0.2;NA;NA;NA;0;NA;0;0.2;0;NA;0;NA;0;0;0
2006;3;25;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;26;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;27;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;28;NA;12;NA;0;61.6;NA;11.2;NA;4.4;NA;NA;3.4;22.8;12.2;3.6;20.8;9;20.4;20.4;0.4;55.6;NA;2.4;0.4;NA;NA;0.6;NA;12.6;NA;NA;23.4;NA;53;NA;3.6;20.6;NA;14.2;NA;NA;NA;5.2;NA;0.4;6.4;26.4;NA;26;NA;0.2;8.4;16
2006;3;29;NA;0.4;NA;7;0;NA;9.4;NA;6.2;NA;NA;3.3;2;1.4;8.2;0.2;4.8;19.8;0.8;6.6;4.4;NA;2;6.8;NA;NA;6;NA;1.2;NA;NA;2.4;NA;0.2;NA;6.8;6;NA;7.2;NA;NA;NA;15.8;NA;5.6;5.2;3.6;NA;0.6;NA;5.4;5.2;1.8
2006;3;30;NA;0;NA;0;0;NA;0.2;NA;0;NA;NA;0.1;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;3;31;NA;0.6;NA;0.2;1.2;NA;0;NA;0.8;NA;NA;0.7;0.6;2.2;0;2.2;1.4;0.4;1;0;2;NA;1;0;NA;NA;0;NA;1.4;NA;NA;1.2;NA;2.2;NA;0;0.4;NA;0.2;NA;NA;NA;0;NA;1;0.2;1;NA;2;NA;0.4;0.6;0
2006;4;1;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;4;2;NA;0;NA;0.2;0;NA;0.2;NA;0;NA;NA;0.1;0;0;0.2;0.6;0.2;0;0;0;0;NA;0.2;0;NA;NA;0;NA;0;NA;NA;0.2;NA;11.4;NA;0.2;0;NA;0.2;NA;NA;NA;0.2;NA;0;0;1.2;NA;0;NA;0;0;0
2006;4;3;NA;9;NA;1.2;27;NA;1.8;NA;9.4;NA;NA;5.7;25;6.8;3.8;8.6;5.4;7.4;2.2;2.8;10.6;NA;7;2.2;NA;NA;1.8;NA;5.6;NA;NA;9;NA;33.4;NA;6.4;3.8;NA;10.6;NA;NA;NA;3;NA;16.2;4.8;17.6;NA;19.6;NA;2.4;4.4;7
2006;4;4;NA;0;NA;0;0;NA;0.2;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0.2;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;4;5;NA;7.8;NA;1.6;31.2;NA;8.4;NA;4.4;NA;NA;2.4;14;5.8;6.4;8.4;7;10.8;6.6;1.8;26;NA;2.6;0.6;NA;NA;1.6;NA;3.2;NA;NA;13.6;NA;37.6;NA;2;10.2;NA;15.2;NA;NA;NA;4.2;NA;3;3.6;4.4;NA;11.6;NA;0.6;5.4;14.6
2006;4;6;NA;16.8;NA;8.2;22.8;NA;27.4;NA;10.6;NA;NA;25.3;12.4;12.6;29.8;6.4;12.2;25.6;13.4;19.4;13.8;NA;21.6;18.4;NA;NA;20.6;NA;5.2;NA;NA;3.4;NA;23.2;NA;31.8;24.2;NA;30.2;NA;NA;NA;29.8;NA;20.4;25;12.2;NA;3.6;NA;13.6;30.2;25.2
2006;4;7;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0.2;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;4;8;NA;0;NA;0;0;NA;0.2;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;4;9;NA;0.8;NA;0;0.4;NA;0;NA;0;NA;NA;0;1.2;0.2;0;0.2;0;0;1;0;0.4;NA;0;0;NA;NA;0;NA;0;NA;NA;0.4;NA;0.2;NA;0;0.2;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;4;10;NA;50.6;NA;2.6;67;NA;16.4;NA;4.2;NA;NA;1.6;74.2;7.4;5.2;43;15.2;26.6;23.4;7.6;58.2;NA;5;5;NA;NA;1.4;NA;13;NA;NA;29.6;NA;66.2;NA;3.6;77.8;NA;19;NA;NA;NA;8.8;NA;3;4.8;19.8;NA;48;NA;1.8;10.8;39.8
2006;4;11;NA;37.8;NA;0;40.4;NA;14.6;NA;0.6;NA;NA;0.1;26.6;3.4;2.8;22.8;8.4;5.8;31.4;0;18.8;NA;0;0;NA;NA;0.4;NA;8.4;NA;NA;13.6;NA;28.8;NA;5;57.8;NA;11.8;NA;NA;NA;7.8;NA;1.2;1.2;15.2;NA;25.6;NA;0.2;2;13.4
2006;4;12;NA;0;NA;0.6;0;NA;0;NA;0.6;NA;NA;1;0;0;0;0;0;0;0;2.6;0;NA;6.4;1;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0.4;0;0;NA;1.4;NA;0.2;0;0
2006;4;13;NA;0.2;NA;0;0;NA;0;NA;0;NA;NA;0.1;0;0;0;0;0;0;0;0;0;NA;0;0.2;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;4;14;NA;0;NA;0;0;NA;0.2;NA;0;NA;NA;0.1;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0.2;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;4;15;NA;2.4;NA;0;0.6;NA;0.6;NA;0.6;NA;NA;0.7;1.4;1.2;0.8;1.8;1.6;1.4;1.8;0.2;1;NA;0.8;0;NA;NA;0;NA;0.2;NA;NA;0.6;NA;1.4;NA;0.4;3.4;NA;0.8;NA;NA;NA;0.4;NA;0.2;0.6;0.2;NA;0.4;NA;0;1.2;1.6
2006;4;16;NA;0;NA;0;1.4;NA;0;NA;0.2;NA;NA;0;2.6;0.6;0;3.6;0.8;0.6;4.2;0.2;2.6;NA;0;0;NA;NA;0;NA;2;NA;NA;1;NA;0.6;NA;0;0.2;NA;0;NA;NA;NA;0;NA;3.4;0;3;NA;2.8;NA;1.2;0.2;0
2006;4;17;NA;1.4;NA;0;0.2;NA;0;NA;0;NA;NA;0;1.4;0;0;0.6;0;0;0.4;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;11.4;NA;0;NA;0;2.2;NA;0;NA;NA;NA;0;NA;0.2;0;0.2;NA;9.6;NA;0;0;0
2006;4;18;NA;0.8;NA;0.4;0;NA;0;NA;0;NA;NA;0.4;0;0;0;1.4;0;0;0.4;0.2;0;NA;0;2;NA;NA;1.6;NA;0.2;NA;NA;0.2;NA;0.2;NA;11;1.2;NA;0;NA;NA;NA;0;NA;0;0;0.4;NA;5.8;NA;0.2;0;0
2006;4;19;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0.2;NA;NA;0;NA;0.2;NA;1.8;0.2;NA;0;NA;NA;NA;0.2;NA;0;0;0.2;NA;0;NA;0.2;0;0
2006;4;20;NA;0;NA;0;0;NA;0;NA;2;NA;NA;0;0.2;3.8;0;0;8.8;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;3.2;NA;0;0.2;NA;0;NA;NA;NA;0;NA;0.2;0;0.2;NA;0;NA;0;0;0
2006;4;21;NA;1.2;NA;0;0;NA;0;NA;0;NA;NA;0;0;0.2;0;0.2;3;0;0;0;1;NA;0;0;NA;NA;0;NA;0;NA;NA;2.6;NA;2.6;NA;0;0.4;NA;0;NA;NA;NA;0;NA;0;0;0.6;NA;0;NA;0;0;0
2006;4;22;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;2.4;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;2.2;NA;0.4;NA;0;0.2;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;4;23;NA;1.8;NA;0;8.4;NA;0.6;NA;0;NA;NA;0;13.8;0;1;7.6;0.2;0.4;1.8;0;4.2;NA;0;0;NA;NA;0;NA;0;NA;NA;8.8;NA;21.4;NA;0;1;NA;1.2;NA;NA;NA;0;NA;0;0;0;NA;6.6;NA;0;0;9.4
2006;4;24;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;4;25;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;4;26;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0.6;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;4;27;NA;4.6;NA;9;2;NA;1.2;NA;8.2;NA;NA;7.5;7.6;3.6;4.4;6;2.6;2.6;6.6;6.2;0.2;NA;9.2;3.8;NA;NA;3.2;NA;10;NA;NA;0.6;NA;2.6;NA;7.4;9.2;NA;3;NA;NA;NA;3.6;NA;8.4;6.2;17.6;NA;1.2;NA;6.6;4;3.2
2006;4;28;NA;0.6;NA;1.6;1.2;NA;2.4;NA;2.8;NA;NA;2.1;0.8;1.4;6;2.8;1.2;0.6;2.6;2.6;0.8;NA;2.8;0.8;NA;NA;1.8;NA;0.8;NA;NA;1.6;NA;1.2;NA;2;1.2;NA;2.2;NA;NA;NA;5.4;NA;2.2;1.6;3;NA;2.2;NA;3.6;1.6;3
2006;4;29;NA;50;NA;16.2;42.4;NA;34.4;NA;14.2;NA;NA;12.8;43.4;13.4;18.6;30;9;15.6;30;20;22;NA;10.6;13.2;NA;NA;10.8;NA;11.6;NA;NA;20.4;NA;19.2;NA;16.4;77.4;NA;33.6;NA;NA;NA;14.4;NA;20.6;10.6;29.8;NA;29;NA;23.4;11.4;42.6
2006;4;30;NA;32.6;NA;5.2;50.8;NA;47;NA;16.6;NA;NA;19.2;33;22.2;41.6;38.8;28;35.2;20;14;28.8;NA;15;8.8;NA;NA;17.4;NA;10;NA;NA;23;NA;50.6;NA;38.6;23.2;NA;42.4;NA;NA;NA;50.4;NA;20.8;33.6;27.2;NA;35.8;NA;3.6;37.4;35.4
2006;5;1;NA;0.2;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0.2;NA;NA;NA;0;NA;0.2;0;0;NA;0;NA;0;0;0
2006;5;2;NA;0;NA;0.8;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0;0.2;0;NA;0;0.4;NA;NA;0;NA;0.4;NA;NA;0;NA;0;NA;0.2;1.4;NA;0;NA;NA;NA;0;NA;1.2;0;3.6;NA;0;NA;1.2;0;0
2006;5;3;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0.1;0;0;0.2;0;0;0;0;0.2;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0.2;NA;0.2;0.2;0;NA;0;NA;0;0;0
2006;5;4;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0.2;0;0;0;0;0.2;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0.2;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;5;5;NA;0.2;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0.4;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;5;6;NA;0;NA;0;0;NA;0;NA;0;NA;NA;0;0;0;0;0;0;0;0.2;0;0;NA;0;0;NA;NA;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;0;NA;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;0
2006;5;7;NA;0.2;NA;0.6;7;NA;0;NA;3.6;NA;NA;0;0.6;0.6;0;4.6;0.8;1;1.2;0.6;6.6;NA;2.8;0.2;NA;NA;0;NA;0;NA;NA;0.6;NA;1.4;NA;0;4;NA;0.4;NA;NA;NA;0;NA;0;0.2;0.8;NA;10;NA;0;1.4;0
2006;5;8;NA;3.2;NA;0;3;NA;1.8;NA;0.2;NA;NA;0.1;1.6;0.2;0.2;5.8;1.2;0.8;9.2;0;4.2;NA;0;0.4;NA;NA;0;NA;0.2;NA;NA;5;NA;4;NA;0;5.2;NA;2.2;NA;NA;NA;1.2;NA;0;0.2;0.2;NA;3;NA;0;0.2;2
2006;5;9;NA;46.8;NA;26.2;18.6;NA;47.6;NA;29.8;NA;NA;40.5;43;25.8;50;21.6;26.6;42.6;34.6;41.2;24.6;NA;31.6;27.4;NA;NA;40;NA;3.2;NA;NA;9;NA;17.8;NA;47;74.6;NA;55.6;NA;NA;NA;43.4;NA;24.4;55.2;3;NA;13;NA;23.2;42.2;40.4
2006;5;10;NA;2;NA;3.6;0;NA;6;NA;7.4;NA;NA;5.6;0.4;5.8;1.6;0;1.2;0.2;2.6;3.6;2;NA;4.2;4.2;NA;NA;4.2;NA;0;NA;NA;0;NA;0.2;NA;10.4;19.6;NA;1.6;NA;NA;NA;22;NA;1.6;7.2;0;NA;0.2;NA;8.8;3.2;2
